L -524.9000, -936.6000, 52.6000,  -530.6000, -930.0000, 52.3000,  0, 0, 0
L -524.6000, -959.3000, 52.6000,  -524.9000, -936.6000, 52.6000,  0, 0, 0
L 725.4000, 398.4000, -10.6000,  787.9000, 438.0000, -10.2000,  255, 0, 0
L 746.0000, 355.9000, -11.2000,  725.4000, 398.4000, -10.6000,  255, 0, 0
L 788.4000, 327.9000, -11.0000,  746.0000, 355.9000, -11.2000,  255, 0, 0
L 814.7000, 394.8000, -11.6000,  788.4000, 327.9000, -11.0000,  255, 0, 0
L 812.7000, 419.2000, -10.8000,  814.7000, 394.8000, -11.6000,  255, 0, 0
L 787.9000, 438.0000, -10.8000,  812.7000, 419.2000, -10.8000,  255, 0, 0
L 754.4000, 98.3000, -11.3000,  629.9000, 43.9000, -11.3000,  255, 0, 0
L 759.1000, 167.7000, -11.3000,  754.4000, 98.3000, -11.3000,  255, 0, 0
L 696.8000, 141.5000, -10.7000,  759.1000, 167.7000, -11.3000,  255, 0, 0
L 650.1000, 100.1000, -10.6000,  696.8000, 141.5000, -10.7000,  255, 0, 0
L 629.9000, 43.9000, -11.7000,  650.1000, 100.1000, -10.6000,  255, 0, 0
L 320.7000, 31.5000, -10.0000,  357.5000, 105.9000, -11.3000,  255, 0, 0
L 389.0000, 41.7000, -11.2000,  320.7000, 31.5000, -10.0000,  255, 0, 0
L 431.3000, 97.0000, -11.1000,  389.0000, 41.7000, -11.2000,  255, 0, 0
L 442.1000, 149.2000, -10.3000,  431.3000, 97.0000, -11.1000,  255, 0, 0
L 388.1000, 123.0000, -10.6000,  442.1000, 149.2000, -10.3000,  255, 0, 0
L 357.5000, 105.9000, -11.3000,  388.1000, 123.0000, -10.6000,  255, 0, 0
L -494.6000, -101.6000, -11.0000,  -510.8000, -139.7000, -11.4000,  255, 0, 0
L -470.2000, -61.8000, -11.1000,  -494.6000, -101.6000, -11.0000,  255, 0, 0
L -510.6000, -52.4000, -11.3000,  -470.2000, -61.8000, -11.1000,  255, 0, 0
L -556.2000, -78.2000, -11.2000,  -510.6000, -52.4000, -11.3000,  255, 0, 0
L -588.0000, -94.8000, -11.0000,  -556.2000, -78.2000, -11.2000,  255, 0, 0
L -598.7000, -101.8000, -11.1000,  -588.0000, -94.8000, -11.0000,  255, 0, 0
L -586.3000, -103.1000, -11.6000,  -598.7000, -101.8000, -11.1000,  255, 0, 0
L -555.1000, -109.3000, -10.8000,  -586.3000, -103.1000, -11.6000,  255, 0, 0
L -522.3000, -113.1000, -11.3000,  -555.1000, -109.3000, -10.8000,  255, 0, 0
L -510.8000, -139.7000, -11.5000,  -522.3000, -113.1000, -11.3000,  255, 0, 0
L -141.8000, -936.1000, -11.8000,  -54.2000, -956.8000, -12.7000,  255, 0, 0
L -209.3000, -924.8000, -10.9000,  -141.8000, -936.1000, -11.8000,  255, 0, 0
L -230.5000, -924.7000, -11.9000,  -209.3000, -924.8000, -10.9000,  255, 0, 0
L -300.5000, -927.3000, -12.7000,  -230.5000, -924.7000, -11.9000,  255, 0, 0
L -338.4000, -931.7000, -1.7000,  -300.5000, -927.3000, -12.7000,  255, 0, 0
L -409.3000, -946.9000, -0.8000,  -338.4000, -931.7000, -1.7000,  255, 0, 0
L -476.8000, -968.8000, -11.1000,  -409.3000, -946.9000, -0.8000,  255, 0, 0
L -506.7000, -971.7000, -9.8000,  -476.8000, -968.8000, -11.1000,  255, 0, 0
L -540.1000, -1001.2000, -11.6000,  -506.7000, -971.7000, -9.8000,  255, 0, 0
L -550.8000, -1039.8000, -10.4000,  -540.1000, -1001.2000, -11.6000,  255, 0, 0
L -560.9000, -1098.9000, -10.3000,  -550.8000, -1039.8000, -10.4000,  255, 0, 0
L -551.3000, -1139.5000, -10.4000,  -560.9000, -1098.9000, -10.3000,  255, 0, 0
L -510.0000, -1176.5000, -10.1000,  -551.3000, -1139.5000, -10.4000,  255, 0, 0
L -495.0000, -1185.5000, -11.2000,  -510.0000, -1176.5000, -10.1000,  255, 0, 0
L -478.1000, -1201.7000, -11.5000,  -495.0000, -1185.5000, -11.2000,  255, 0, 0
L -442.3000, -1231.3000, -10.2000,  -478.1000, -1201.7000, -11.5000,  255, 0, 0
L -410.7000, -1232.8000, -11.4000,  -442.3000, -1231.3000, -10.2000,  255, 0, 0
L -351.1000, -1241.0000, -11.9000,  -410.7000, -1232.8000, -11.4000,  255, 0, 0
L -317.0000, -1241.1000, -12.2000,  -351.1000, -1241.0000, -11.9000,  255, 0, 0
L -251.8000, -1242.8000, -10.6000,  -317.0000, -1241.1000, -12.2000,  255, 0, 0
L -212.2000, -1242.6000, -9.2000,  -251.8000, -1242.8000, -10.6000,  255, 0, 0
L -136.1000, -1226.5000, -9.5000,  -212.2000, -1242.6000, -9.2000,  255, 0, 0
L -110.8000, -1224.1000, -11.2000,  -136.1000, -1226.5000, -9.5000,  255, 0, 0
L -78.4000, -1204.0000, -10.7000,  -110.8000, -1224.1000, -11.2000,  255, 0, 0
L -13.0000, -1145.7000, -11.5000,  -78.4000, -1204.0000, -10.7000,  255, 0, 0
L 19.4000, -1103.1000, -11.3000,  -13.0000, -1145.7000, -11.5000,  255, 0, 0
L 19.7000, -1071.7000, -11.1000,  19.4000, -1103.1000, -11.3000,  255, 0, 0
L 4.5000, -989.9000, -8.8000,  19.7000, -1071.7000, -11.1000,  255, 0, 0
L -54.2000, -956.8000, -9.2000,  4.5000, -989.9000, -8.8000,  255, 0, 0
L -1011.0000, 1309.1000, -11.0000,  -945.0000, 1399.0000, -10.7000,  255, 0, 0
L -1026.5000, 1382.8000, -10.4000,  -1011.0000, 1309.1000, -11.0000,  255, 0, 0
L -1098.9000, 1398.3000, -11.3000,  -1026.5000, 1382.8000, -10.4000,  255, 0, 0
L -1011.8000, 1455.4000, -11.0000,  -1098.9000, 1398.3000, -11.3000,  255, 0, 0
L -964.7000, 1445.7000, -11.0000,  -1011.8000, 1455.4000, -11.0000,  255, 0, 0
L -945.0000, 1399.0000, -10.9000,  -964.7000, 1445.7000, -11.0000,  255, 0, 0
L -811.5000, 1249.0000, -11.1000,  -875.7000, 1232.9000, -11.1000,  255, 0, 0
L -765.5000, 1297.5000, -10.6000,  -811.5000, 1249.0000, -11.1000,  255, 0, 0
L -711.5000, 1348.2000, -10.8000,  -765.5000, 1297.5000, -10.6000,  255, 0, 0
L -663.1000, 1397.7000, -11.3000,  -711.5000, 1348.2000, -10.8000,  255, 0, 0
L -612.0000, 1497.4000, -10.7000,  -663.1000, 1397.7000, -11.3000,  255, 0, 0
L -683.9000, 1523.2000, -11.5000,  -612.0000, 1497.4000, -10.7000,  255, 0, 0
L -710.0000, 1525.2000, -10.8000,  -683.9000, 1523.2000, -11.5000,  255, 0, 0
L -806.8000, 1499.1000, -10.0000,  -710.0000, 1525.2000, -10.8000,  255, 0, 0
L -862.6000, 1436.0000, -10.3000,  -806.8000, 1499.1000, -10.0000,  255, 0, 0
L -888.1000, 1404.6000, -11.0000,  -862.6000, 1436.0000, -10.3000,  255, 0, 0
L -893.2000, 1397.9000, -11.4000,  -888.1000, 1404.6000, -11.0000,  255, 0, 0
L -911.2000, 1340.9000, -11.2000,  -893.2000, 1397.9000, -11.4000,  255, 0, 0
L -930.6000, 1330.4000, -11.1000,  -911.2000, 1340.9000, -11.2000,  255, 0, 0
L -949.5000, 1319.2000, -11.1000,  -930.6000, 1330.4000, -11.1000,  255, 0, 0
L -984.9000, 1297.8000, -11.3000,  -949.5000, 1319.2000, -11.1000,  255, 0, 0
L -920.1000, 1289.6000, -10.9000,  -984.9000, 1297.8000, -11.3000,  255, 0, 0
L -911.7000, 1269.6000, -10.8000,  -920.1000, 1289.6000, -10.9000,  255, 0, 0
L -875.7000, 1232.9000, -11.3000,  -911.7000, 1269.6000, -10.8000,  255, 0, 0
L -1072.8000, 705.1000, -11.1000,  -999.6000, 699.4000, -11.2000,  255, 0, 0
L -1097.8000, 706.3000, -11.5000,  -1072.8000, 705.1000, -11.1000,  255, 0, 0
L -1111.2000, 703.6000, -11.1000,  -1097.8000, 706.3000, -11.5000,  255, 0, 0
L -1170.7000, 737.6000, -11.1000,  -1111.2000, 703.6000, -11.1000,  255, 0, 0
L -1211.7000, 750.2000, -11.3000,  -1170.7000, 737.6000, -11.1000,  255, 0, 0
L -1292.3000, 707.3000, -10.8000,  -1211.7000, 750.2000, -11.3000,  255, 0, 0
L -1321.0000, 713.2000, -11.0000,  -1292.3000, 707.3000, -10.8000,  255, 0, 0
L -1338.1000, 770.6000, -11.3000,  -1321.0000, 713.2000, -11.0000,  255, 0, 0
L -1409.5000, 739.7000, -11.0000,  -1338.1000, 770.6000, -11.3000,  255, 0, 0
L -1418.6000, 700.9000, -11.8000,  -1409.5000, 739.7000, -11.0000,  255, 0, 0
L -1411.5000, 689.6000, -10.9000,  -1418.6000, 700.9000, -11.8000,  255, 0, 0
L -1320.4000, 696.6000, -9.5000,  -1411.5000, 689.6000, -10.9000,  255, 0, 0
L -1309.5000, 697.7000, -10.8000,  -1320.4000, 696.6000, -9.5000,  255, 0, 0
L -1242.5000, 667.1000, -10.3000,  -1309.5000, 697.7000, -10.8000,  255, 0, 0
L -1220.5000, 620.8000, -10.1000,  -1242.5000, 667.1000, -10.3000,  255, 0, 0
L -1191.4000, 617.9000, -10.1000,  -1220.5000, 620.8000, -10.1000,  255, 0, 0
L -1204.4000, 575.1000, -11.1000,  -1191.4000, 617.9000, -10.1000,  255, 0, 0
L -1200.7000, 507.3000, -11.0000,  -1204.4000, 575.1000, -11.1000,  255, 0, 0
L -1113.8000, 540.2000, -10.7000,  -1200.7000, 507.3000, -11.0000,  255, 0, 0
L -1028.1000, 598.8000, -11.6000,  -1113.8000, 540.2000, -10.7000,  255, 0, 0
L -1010.1000, 688.4000, -11.2000,  -1028.1000, 598.8000, -11.6000,  255, 0, 0
L -999.6000, 699.4000, -11.2000,  -1010.1000, 688.4000, -11.2000,  255, 0, 0
L -427.9000, 296.7000, -11.3000,  -451.1000, 257.8000, -11.3000,  255, 0, 0
L -402.3000, 306.2000, -11.2000,  -427.9000, 296.7000, -11.3000,  255, 0, 0
L -338.3000, 297.5000, -11.2000,  -402.3000, 306.2000, -11.2000,  255, 0, 0
L -411.5000, 287.9000, -11.2000,  -338.3000, 297.5000, -11.2000,  255, 0, 0
L -451.1000, 257.8000, -11.2000,  -411.5000, 287.9000, -11.2000,  255, 0, 0
L -461.1000, 848.6000, -11.3000,  -483.8000, 797.5000, -11.1000,  255, 0, 0
L -511.4000, 848.6000, -11.2000,  -461.1000, 848.6000, -11.3000,  255, 0, 0
L -545.9000, 797.8000, -11.1000,  -511.4000, 848.6000, -11.2000,  255, 0, 0
L -555.0000, 752.6000, -11.2000,  -545.9000, 797.8000, -11.1000,  255, 0, 0
L -511.1000, 759.8000, -11.2000,  -555.0000, 752.6000, -11.2000,  255, 0, 0
L -483.8000, 797.5000, -10.9000,  -511.1000, 759.8000, -11.2000,  255, 0, 0
L -55.2000, 1970.3000, -18.1000,  181.5000, 2084.5000, -19.0000,  0, 0, 0
L -205.3000, 1859.1000, -12.1000,  -55.2000, 1970.3000, -18.1000,  0, 0, 0
L -210.2000, 1654.7000, -14.4000,  -205.3000, 1859.1000, -12.1000,  0, 0, 0
L -303.2000, 1607.7000, 36.5000,  -210.2000, 1654.7000, -14.4000,  0, 0, 0
L -292.1000, 1565.2000, 11.3000,  -303.2000, 1607.7000, 36.5000,  0, 0, 0
L -396.5000, 1547.5000, 107.3000,  -292.1000, 1565.2000, 11.3000,  0, 0, 0
L -489.6000, 1547.5000, 125.1000,  -396.5000, 1547.5000, 107.3000,  0, 0, 0
L -1425.7000, 1547.0000, 87.4000,  -489.6000, 1547.5000, 125.1000,  0, 0, 0
L -1427.5000, 1092.1000, 106.7000,  -1425.7000, 1547.0000, 87.4000,  0, 0, 0
L -1428.2000, 889.1000, 20.0000,  -1427.5000, 1092.1000, 106.7000,  0, 0, 0
L -1431.7000, -8.0000, 86.8000,  -1428.2000, 889.1000, 20.0000,  0, 0, 0
L -1437.1000, -1402.3000, 197.2000,  -1431.7000, -8.0000, 86.8000,  0, 0, 0
L 904.7000, -1402.3000, 161.1000,  -1437.1000, -1402.3000, 197.2000,  0, 0, 0
L 912.8000, 719.0000, 140.8000,  904.7000, -1402.3000, 161.1000,  0, 0, 0
L 893.1000, 903.5000, 9.6000,  912.8000, 719.0000, 140.8000,  0, 0, 0
L 915.1000, 1098.8000, 84.3000,  911.9000, 1030.1000, 78.8000,  0, 0, 0
L 917.6000, 1302.9000, 165.9000,  915.1000, 1098.8000, 84.3000,  0, 0, 0
L 920.5000, 1547.0000, 96.3000,  917.6000, 1302.9000, 165.9000,  0, 0, 0
L 125.8000, 1546.4000, 96.7000,  920.5000, 1547.0000, 96.3000,  0, 0, 0
L 39.4000, 1442.8000, 27.2000,  125.8000, 1546.4000, 96.7000,  0, 0, 0
L -6.2000, 1593.3000, 118.0000,  39.4000, 1442.8000, 27.2000,  0, 0, 0
L -28.0000, 1671.7000, 86.9000,  -6.2000, 1593.3000, 118.0000,  0, 0, 0
L -89.2000, 1704.9000, 21.6000,  -28.0000, 1671.7000, 86.9000,  0, 0, 0
L -95.6000, 1712.8000, 11.5000,  -89.2000, 1704.9000, 21.6000,  0, 0, 0
L -108.0000, 1731.3000, -18.9000,  -95.6000, 1712.8000, 11.5000,  0, 0, 0
L -126.7000, 1748.9000, -18.9000,  -108.0000, 1731.3000, -18.9000,  0, 0, 0
L -114.4000, 1765.0000, -18.9000,  -126.7000, 1748.9000, -18.9000,  0, 0, 0
L -107.8000, 1769.1000, -18.7000,  -114.4000, 1765.0000, -18.9000,  0, 0, 0
L -106.8000, 1887.0000, -18.9000,  -108.2000, 1766.8000, -18.9000,  0, 0, 0
L 247.8000, 2068.7000, -18.9000,  -106.8000, 1887.0000, -18.2000,  0, 0, 0
L -479.8000, -910.0000, 52.3000,  -479.8000, -920.0000, 52.3000,  0, 0, 0
L -538.8000, -910.8000, 52.3000,  -539.3000, -930.6000, 52.3000,  0, 0, 0
L -489.7000, -910.0000, 52.3000,  -489.7000, -910.8000, 52.3000,  0, 0, 0
L -489.7000, -910.8000, 52.3000,  -538.8000, -910.8000, 52.3000,  0, 0, 0
L -489.7000, -910.0000, 52.3000,  -479.8000, -910.0000, 52.3000,  199, 21, 133
L -539.3000, -930.6000, 52.3000,  -542.2000, -935.9000, 52.6000,  0, 0, 0
L -542.2000, -935.9000, 52.6000,  -542.7000, -976.7000, 52.6000,  0, 0, 0
L -542.7000, -976.7000, 52.6000,  -573.1000, -1002.1000, 64.0000,  0, 0, 0
L -573.1000, -1002.1000, 64.0000,  -590.2000, -1046.4000, 78.6000,  0, 0, 0
L -590.2000, -1046.4000, 78.6000,  -611.2000, -1098.5000, 98.0000,  0, 0, 0
L -611.2000, -1098.5000, 98.0000,  -618.4000, -1106.3000, 101.9000,  0, 0, 0
L -618.4000, -1106.3000, 101.9000,  -617.3000, -1110.6000, 102.5000,  0, 0, 0
L -617.3000, -1110.6000, 102.5000,  -613.6000, -1120.8000, 107.1000,  0, 0, 0
L -613.6000, -1120.8000, 107.1000,  -604.4000, -1195.3000, 135.2000,  0, 0, 0
L -604.4000, -1195.3000, 135.2000,  -599.6000, -1201.8000, 138.4000,  0, 0, 0
L -599.6000, -1201.8000, 138.4000,  -594.1000, -1284.4000, 161.2000,  0, 0, 0
L -231.3000, -792.9000, 127.7000,  -222.0000, -793.4000, 127.7000,  199, 21, 133
L -222.0000, -793.4000, 127.7000,  -222.0000, -802.8000, 127.7000,  0, 0, 0
L -222.0000, -802.8000, 127.7000,  -261.4000, -803.5000, 127.7000,  0, 0, 0
L -261.4000, -803.5000, 127.7000,  -260.9000, -834.7000, 127.6000,  0, 0, 0
L -260.9000, -834.7000, 127.6000,  -257.4000, -850.9000, 125.9000,  0, 0, 0
L -257.4000, -850.9000, 125.9000,  -203.4000, -847.3000, 127.4000,  0, 0, 0
L -203.4000, -847.3000, 127.4000,  -142.1000, -848.1000, 133.0000,  0, 0, 0
L -142.1000, -848.1000, 133.0000,  -110.3000, -860.1000, 136.5000,  0, 0, 0
L -110.3000, -860.1000, 136.5000,  -66.4000, -856.0000, 140.1000,  0, 0, 0
L -66.4000, -856.0000, 140.1000,  -9.6000, -903.3000, 157.0000,  0, 0, 0
L -231.3000, -792.9000, 127.7000,  -231.6000, -793.7000, 127.7000,  0, 0, 0
L -231.6000, -793.7000, 127.7000,  -271.3000, -793.7000, 127.7000,  0, 0, 0
L -271.3000, -793.7000, 127.7000,  -271.6000, -834.1000, 127.7000,  0, 0, 0
L -271.6000, -834.1000, 127.7000,  -276.7000, -854.5000, 125.6000,  0, 0, 0
L -1357.1000, -936.3000, 119.1000,  -1355.9000, -927.7000, 118.0000,  0, 0, 0
L -1355.9000, -927.7000, 118.0000,  -1347.3000, -929.0000, 118.3000,  0, 0, 0
L -1347.3000, -929.0000, 118.5000,  -1348.6000, -937.6000, 119.4000,  0, 0, 0
L -1348.6000, -937.6000, 119.5000,  -1357.1000, -936.3000, 119.2000,  0, 0, 0
L -1340.1000, -930.0000, 118.7000,  -1331.5000, -931.3000, 118.2000,  0, 0, 0
L -1331.5000, -931.3000, 118.3000,  -1332.8000, -939.9000, 118.6000,  0, 0, 0
L -1332.8000, -939.9000, 118.8000,  -1341.4000, -938.6000, 119.2000,  0, 0, 0
L -1341.4000, -938.6000, 119.2000,  -1340.1000, -930.0000, 118.9000,  0, 0, 0
L -1338.9000, -962.3000, 120.3000,  -1356.9000, -960.0000, 121.4000,  0, 0, 0
L -1356.9000, -960.0000, 121.5000,  -1359.2000, -976.2000, 122.3000,  0, 0, 0
L -1359.2000, -976.2000, 122.4000,  -1342.0000, -979.1000, 121.3000,  0, 0, 0
L -1342.0000, -979.1000, 122.2000,  -1338.9000, -962.3000, 121.0000,  0, 0, 0
L -1373.6000, -954.0000, 121.5000,  -1374.9000, -962.4000, 122.5000,  0, 0, 0
L -1374.9000, -962.4000, 122.5000,  -1383.3000, -961.2000, 122.3000,  0, 0, 0
L -1383.3000, -961.2000, 122.1000,  -1382.1000, -952.8000, 121.1000,  0, 0, 0
L -1382.1000, -952.8000, 121.0000,  -1373.6000, -954.0000, 121.3000,  0, 0, 0
L -1375.5000, -967.4000, 123.3000,  -1383.8000, -966.3000, 122.9000,  0, 0, 0
L -1383.8000, -966.3000, 123.1000,  -1385.1000, -974.8000, 124.0000,  0, 0, 0
L -1385.1000, -974.8000, 124.6000,  -1376.8000, -976.3000, 124.2000,  0, 0, 0
L -1376.8000, -976.3000, 123.7000,  -1375.5000, -967.4000, 123.3000,  0, 0, 0
L -1364.7000, -992.2000, 123.5000,  -1356.3000, -993.5000, 123.1000,  0, 0, 0
L -1356.3000, -993.5000, 123.0000,  -1357.6000, -1001.8000, 123.4000,  0, 0, 0
L -1357.6000, -1001.8000, 123.5000,  -1365.9000, -1000.6000, 123.9000,  0, 0, 0
L -1365.9000, -1000.6000, 124.0000,  -1364.7000, -992.2000, 123.6000,  0, 0, 0
L -1348.7000, -1001.6000, 123.4000,  -1340.9000, -998.0000, 122.5000,  0, 0, 0
L -1340.9000, -998.0000, 122.0000,  -1337.8000, -1006.1000, 122.0000,  0, 0, 0
L -1337.8000, -1006.1000, 122.1000,  -1346.1000, -1007.9000, 122.6000,  0, 0, 0
L -1346.1000, -1007.9000, 122.6000,  -1348.7000, -1001.6000, 122.8000,  0, 0, 0
L -1323.6000, -986.2000, 120.1000,  -1322.3000, -977.7000, 119.8000,  0, 0, 0
L -1322.3000, -977.7000, 119.5000,  -1313.5000, -979.0000, 119.2000,  0, 0, 0
L -1313.5000, -979.0000, 119.1000,  -1315.1000, -987.5000, 119.5000,  0, 0, 0
L -1315.1000, -987.5000, 119.7000,  -1323.6000, -986.2000, 120.1000,  0, 0, 0
L -1321.3000, -970.5000, 119.2000,  -1320.1000, -961.9000, 118.8000,  0, 0, 0
L -1320.1000, -961.9000, 118.7000,  -1311.5000, -963.2000, 118.2000,  0, 0, 0
L -1311.5000, -963.2000, 118.2000,  -1312.8000, -971.7000, 118.6000,  0, 0, 0
L -1312.8000, -971.7000, 118.7000,  -1321.3000, -970.5000, 119.2000,  0, 0, 0
L -524.6000, -959.3000, 52.6000,  -512.3000, -954.3000, 52.0000,  0, 0, 0
L -512.3000, -954.3000, 52.0000,  -482.8000, -969.8000, 52.0000,  0, 0, 0
L -482.8000, -969.8000, 52.0000,  -542.9000, -1003.0000, 52.0000,  150, 150, 150
L -542.9000, -1003.0000, 52.0000,  -572.8000, -1032.5000, 70.9000,  150, 150, 150
L -572.8000, -1032.5000, 70.9000,  -591.3000, -1080.2000, 89.2000,  150, 150, 150
L -591.3000, -1080.2000, 89.2000,  -595.3000, -1139.9000, 113.5000,  150, 150, 150
L -595.3000, -1139.9000, 113.5000,  -567.6000, -1251.4000, 160.7000,  150, 150, 150
L -567.6000, -1251.4000, 160.7000,  -490.7000, -1284.1000, 163.5000,  150, 150, 150
L -490.7000, -1284.1000, 163.5000,  -258.8000, -1279.1000, 144.7000,  150, 150, 150
L -258.8000, -1279.1000, 144.7000,  -262.5000, -1293.3000, 145.3000,  0, 0, 0
L -262.5000, -1293.3000, 145.3000,  -276.9000, -1293.7000, 145.7000,  0, 0, 0
L -89.3000, -892.5000, 140.3000,  -222.6000, -871.1000, 125.8000,  150, 150, 150
L -222.6000, -871.1000, 125.8000,  -280.8000, -871.6000, 125.7000,  150, 150, 150
L -280.8000, -871.6000, 125.7000,  -276.7000, -854.5000, 125.6000,  150, 150, 150
L -288.3000, -1294.1000, 147.0000,  -407.3000, -1297.5000, 156.4000,  0, 0, 0
L -407.3000, -1297.5000, 156.4000,  -498.5000, -1296.4000, 163.4000,  0, 0, 0
L -498.5000, -1296.4000, 163.4000,  -507.6000, -1295.3000, 164.5000,  0, 0, 0
L -507.6000, -1295.3000, 164.5000,  -513.4000, -1290.4000, 164.1000,  0, 0, 0
L -513.4000, -1290.4000, 164.1000,  -594.1000, -1284.4000, 161.2000,  0, 0, 0
L -9.6000, -903.3000, 157.0000,  9.6000, -903.3000, 161.8000,  0, 0, 0
L 9.6000, -903.3000, 161.8000,  5.2000, -925.1000, 156.3000,  0, 0, 0
